Article,Topic
"Developing drugs to target disorders of the central nervous system (CNS) offers significant opportunities for the pharmaceutical industry, with an aging population becoming increasingly susceptible to neurodegenerative disorders.

However, identifying drug targets in this area is particularly difficult, a challenge that Cerevance – a biotech company based in Boston, MA, USA and Cambridge, UK – is looking to address.

Cerevance has developed proprietary technology, named NETSseq, that can comprehensively profile specific brain cell types, allowing for comparisons between healthy and diseased brain tissue.

Challenges in CNS drug discovery
The complexity of the brain makes it very difficult to study, with hundreds of different cell types wired into intricate pathways. Identifying protein targets is challenging, as many are expressed across different brain cell types, and so targeting them could result in dangerous ‘on-target’ side-effects.

An ideal target protein is therefore produced selectively in cell types that are relevant to the disease. This requires an understanding of which proteins are made by which brain cells, and which ones are disrupted in the disorder.

Animal models of human CNS diseases are generally based on rare familial forms, making them less than ideal for modeling disease mechanisms. Furthermore, although there are similarities between animal and human brain structures, even highly conserved regions show species differences, making results from animal models hard to extrapolate to humans.

The analysis of human tissues, therefore, provides better insights into the underlying changes in disease-associated brain tissues.

Cerevance has collected over 9,000 healthy and diseased tissue samples from 21 brain bank partners. This collection corresponds to over 50 different brain regions and represents a range of diseases including Parkinson’s, Alzheimer’s and Huntingdon’s.

The company is using these samples, alongside its proprietary NETSseq platform, to identify novel therapeutic targets, looking for proteins expressed highly selectively in brain cell types that either die in, play a key role in, or are disrupted by disease.",Medicine
"Influenza virus structure
Influenza A viruses consist of eight negative-sense, single-stranded viral RNA (vRNA) gene segments that encode 10 viral proteins (Figure 1). With the help of the nucleoprotein (NP), the eight genome segments are encapsulated loosely. Polymerase complexes consisting of three polymerase proteins, PB1, PB2 and PA, are situated at the ends of nucleocapsids.

Such helical capsids have been encircled by the matrix protein 1 (M1) and a host-derived lipid bilayer envelope in which the viral surface glycoprotein hemagglutinin (HA), the matrix protein 2 (M2) and neuraminidase (NA) are embedded.

HA, NA and NP are known as the three significant antigens of the influenza virus, which play crucial roles in the lifecycle of a virus (Table 2). Their recombinant proteins find extensive use in fundamental research, vaccine development, therapeutics and diagnosis.",Medicine
"Cancer immunotherapy has advanced significantly in recent years, dramatically improving patient prognosis and survival.

The majority of cancer immunotherapy research currently focuses on the first T cell activation (TCR) signal and the second signal (CD28), while the third-signal cytokines are understudied and not used clinically. Cytokines represented the first cancer immunotherapy.

The Food and Drug Administration (FDA) of the United States approved recombinant IFN-α for the treatment of hairy cell leukemia in 1986.

Cytokines are a group of small proteins (<30 kDa) produced and secreted by immune and non-immune cells — epidermal cells, endothelial cells, fibroblasts, etc. — that have a variety of biological functions.

Cytokines mediate autocrine and paracrine intercellular communication, regulating immune cell proliferation, differentiation, survival and effector functions. They are classified as interferons (IFNs), interleukins (ILs), colony-stimulating factors (CSTs), tumor necrosis factors (TNFs) and chemokines based on their functions.

Cytokine drugs
Several cytokines have been identified as anti-cancer drug candidates based on preclinical and clinical research due to their critical role in the immune response. Until now, the FDA has only approved two recombinant cytokine products for cancer immunotherapy: Intron A (interferon alfa-2b) and Proleukin (aldesleukin), respectively (Table1).",Medicine
"Today, there are a number of treatments that patients can access, including chemotherapy, targeted therapy and immunotherapy. Targeted therapy is a category of precision medicine in which proteins that influence the division, growth and spread of cancer cells are primarily targeted.2

The BRAF V600E mutation, BCR-ABL fusion protein, HER-2 and epidermal growth factor receptor (EGFR) are among the key targets of targeted therapies.3 The majority of targeted drugs can be more or less split into two categories: small molecules and monoclonal antibodies.4

For instance, the US Food and Drug Administration (FDA) has approved trastuzumab (Herceptin®), a monoclonal antibody used to treat particular breast and gastric cancers that overexpress HER-2.5

Tyrosine kinase inhibitor gefitinib (Iressa®) is a small molecule, also approved by the FDA, that is used in the early treatment of metastatic non-small cell lung cancer. The target of this drug is EGFR exon 19 deletions or exon 21 (L858R) substitution mutations, as identified by an FDA-approved test.6

Immunotherapy has the capacity to harness the immune system’s own ability to fight cancer. In several solid tumors, immunotherapy is used as the first line of treatment.7

The checkpoint proteins of the immune system can be deemed as powerful therapeutic targets.8 For instance, on the T cell surface, the programmed cell death protein-1 (PD-1) is a checkpoint protein, and the programmed death-ligand 1 (PD-L1) is an immune checkpoint protein overexpressed on the tumor cell surface.

How PD-1 and PD-L1 interact enables tumor cells to dodge T cell-mediated immune responses. A number of antibody-based PD-1/PD-L1 blockade therapies have exhibited several benefits in the treatment of many human cancers.9

The FDA has previously approved therapeutic antibodies targeting immune checkpoint components (Table 1).10

Table 1. Checkpoint targets and their FDA-approved therapeutics. Source: Sino Biological Inc.",Medicine
"Turbidimetry (also known as turbidimetric immunoassay) is an approach frequently commonly used for the diagnosis of clinical immunological reagents.

In recent years, one of the emergent homogeneous turbidimetries is PETIA (Particle-enhanced turbidimetric immunoassay), which offers more stable and accurate access to quantifying the level of antigen-antibody complexes in body fluids.
 It works by identifying the opaqueness of the diagnostic reagent that contains immunoparticles mixed with a specimen that could potentially also contain the target analyte (antigen). Polystyrene latex nanoparticles coated with monoclonal antibodies are frequently used as antigen-antibody complexes in PETIA.

The concentration, size, and size distribution of latex particles are key indicators for the development of immunodiagnostic reagents since they affect the responsiveness and sensitivity of PETIA tests significantly as well as impacting the stability of the reagents.

In this article, characterization of the particle size and size distribution of three latex samples coated with monoclonal antibodies in the R&D stage was conducted.

Experimental
Equipped with a laser with a wavelength of 671 nm and a power of 50 mW as the light source, the BeNano 90 nanoparticle analyzer from Bettersize Instruments Ltd. was used with an APD detector set at an angle of 90° to collect scattered light signals.

Three latex complexes were measured, and the relative information collected is displayed below:

The measurements were conducted at 25 °C with the built-in temperature control unit in the BeNano 90. Each sample was subjected to measuring at least three times over to obtain the standard deviations of sizes and evaluate the result repeatability.",Medicine
"Bell set for England debut

Bath prop Duncan Bell has been added to England's 30-man squad to face Ireland in the RBS Six Nations.

And with Phil Vickery sidelined for at least six weeks with a broken arm and Julian White out with a neck injury, Bell could make his England debut. Bell, 30, had set his sights on an international career with Wales. But last December, the International Rugby Board confirmed that he could only be eligible for England as he had travelled on tour with them in 1998. England coach Andy Robinson could take a gamble and call inexperienced Sale Sharks prop Andrew Sheridan into his front row. But Sheridan favours the loosehead side of the scrum and a more likely scenario is for uncapped Bell - who was among the tryscorers when England A beat France A 30-20 nine days ago - to be drafted in. Robinson also has an injury worry over centre Olly Barkley, who withdrew from Bath's starting line-up to face Gloucester last weekend.

He was due to have a hospital scan on Monday, while Gloucester centre Henry Paul, who started at fly-half against Bath, limped out at Kingsholm because of an ankle problem. Despite Barkley's three missed penalties in the 18-17 defeat against France, he is expected to retain his place at inside centre, although Leicester's in-form prospect Ollie Smith would be an obvious replacement. Bath coach John Connolly rates Barkley as no better than a 50/50 chance to make the Dublin trip. Uncapped fly-half Andy Goode has been named in a 30-man training squad for the Ireland game, and he strengthened his selection claims by kicking 28 points during Leicester's record 83-10 win against Newcastle on Sunday. England's players are due to meet at their Surrey training base on Monday.",Sports
"O'Sullivan quick to hail Italians

Ireland coach Eddie O'Sullivan heaped praise on Italy after seeing his side stutter to a 28-17 victory in Rome.

""It was a hell of a tough game,"" said O'Sullivan. ""We struggled in the first half because we hadn't the football. ""Italy played really well. They handled the ball well in terms of kicking it, if that's not an oxymoron. ""We said before the game that it might take until 10 minutes from the end for this game to be won, and that's how it turned out."" Ireland struggled to cope with Italy's fierce start and were indebted to skipper Brian O'Driscoll, who set up tries for Geordan Murphy and Peter Stringer. ""We had our first attack in the Italian half after 22 minutes,"" said O'Sullivan. ""We had a good return, with three first-half possessions in their half and we scored twice. ""The second half was about spending more time in their half."" Scrum-half Peter Stringer was also glad that Ireland escaped wtih a victory. ""All credit to them,"" he told BBC Sport. ""We knew it would be tough coming to Rome. They always give us a tough game here and they showed a lot of spirit. ""They had a lot of ball in the first half but we got a few scores when we got into their 22.""",Sports
"Italy 17-28 Ireland

Two moments of magic from Brian O'Driscoll guided Ireland to a workmanlike victory against Italy.

A pair of classic outside breaks from the Ireland captain set up tries for Geordan Murphy and Peter Stringer. Italy led 9-8 early in the second half but Stringer's try gave Ireland a lead they never lost. The hosts cut the gap to 18-12 with 10 minutes left and nearly scored through Ludovico Nitoglia, but Denis Hickie's try ensured an Irish victory. Italy came flying out of the blocks and took the lead through a Luciano Orquera penalty after seven minutes.

It could have been better for the hosts but the fly-half missed two kickable penalties and Ireland drew level with a Ronan O'Gara penalty midway through the first half. The Italians were driving at the heart of the Irish defence and, for the first quarter, the Irish pack struggled to secure any ball for their talented backs.

When they finally did, just before the half-hour mark, O'Driscoll promptly created a sparkling try for Murphy. The Ireland captain ran a dummy scissors and made a magical outside break before drawing the full-back and putting the diving Murphy in at the corner. O'Gara missed the twice-taken conversion and the visitors found themselves trailing once again. Roland de Marigny took over the kicking duties for Italy from the hapless Orquera, and he landed a penalty either side of the break to edge Italy into a 9-8 lead.

The only Ireland player offering a real threat was O'Driscoll, and it was his break that set up the second try for the visitors. Shane Horgan threw an overhead pass as he was about to be forced into touch and Stringer scooted over, with O'Gara landing the tricky conversion. A penalty apiece saw Ireland leading 18-12 as the game entered the final quarter, but they were lucky to survive when Italy launched a series of attacks. Winger Nitoglia dropped the ball as he reached for the line and Italy nearly rumbled over from a driving maul.

An O'Gara penalty put Ireland more than a converted try ahead and they made the game safe when Hickie latched onto an inside pass from Murphy and crossed for a converted try. O'Driscoll limped off late on, joining centre partner Gordon D'Arcy on the sidelines, and the final word went to Italy. Prop Martin Castrogiovanni powered over for a try which was fitting reward for an Italian pack which had kept the Irish under pressure throughout.

De Marigny; Mi Bergamasco, Canale, Masi, Nitoglia; Orquera, Troncon; Lo Cicero, Ongaro, Castrogiovanni; Dellape, Bortolami; Persico, Ma Bergamasco, Parisse.

Perugini, Intoppa, Del Fava, Dal Maso, Griffen, Pozzebon, Robertson.

Murphy, Horgan, O'Driscoll, D'Arcy, Hickie, O'Gara, Stringer, Corrigan, Byrne, Hayes, O'Kelly, O'Connell, S Easterby, Leamy, Foley.

Sheahan, Horan, O'Callaghan, Miller, G Easterby, Humphreys, Dempsey.

P O'Brien (New Zealand)",Sports
"Jones happy with Henson heroics

Wales fly-half Stephen Jones admitted he was happy to hand Gavin Henson responsibility for taking the match-winning kick against England.

Jones had missed three earlier shots at goal when Wales, 9-8 down, were awarded a long-range penalty with four minutes left in Cardiff. ""I knew the percentages of Gavin reaching it were far higher than me,"" Jones said. ""When he said he wanted it, there were no problems."" Jones had seen a long-range effort fall a whisker under the crossbar on the hour, before Charlie Hodgson put England in front with 10 minutes left. ""I looked at where it was and I knew I was going to struggle to make it,"" Jones added. ""I said to Gareth (Thomas, the Wales captain) 'This is touch and go.' It was out of my range and obviously Gavin is phenomenal when it comes to distance. He was confident and fancied it. ""There were no questions that he'd miss it the way he was playing. He had a superb game."" Jones was happy to hail Henson's heroic contribution to Wales' first win over England in Cardiff since 1993. ""Physically he's a specimen: he's a balanced player, he glides when he runs and obviously he's got a great kicking game as well,"" Jones said.

""His defence was superb, he made some great hits and he had a great game. ""I'm glad he's Welsh."" Victory over England for the first time since 1999 will no doubt fuel expectations of what Wales might achieve in this year's Six Nations. But they now face three away fixtures in Italy, France and Scotland before completing their campaign against Ireland in Cardiff. ""People all over the world want to see Wales back at the top table of world rugby,"" said a proud coach Mike Ruddock. ""But we are not there yet. The next step is finding the consistency to get further wins. ""We have to travel this week and we can't afford to get too giddy about this result. ""We have got to be professional and keep focused on facing Italy.""

None more so than Henson, who can now expect to have the same sort of spotlight thrust upon him as the likes of Jonny Wilkinson and Brian O'Driscoll. The confident 23-year-old is undaunted by the prospect of dealing with such weighty expectations however. ""I'm the sort of player who likes pressure on me,"" he said. ""It makes me more concentrated and I think I perform better under more pressure. ""I set a high standard against England and I've got to back it up next week. ""Two years ago when we played Italy I wasn't involved and we lost, so we've got to put that right next week.""",Sports
"Double injury blow strikes Wales

Wales centre Sonny Parker and number eight Ryan Jones will miss Saturday's game with Italy because of injury.

Parker has not recovered from a trapped nerve in his neck that kept him out of the win over England, and Tom Shanklin is expected to continue at centre. Jones damaged his collar bone after coming on as a replacement against England and joins flanker Colin Charvis (foot injury) on the sidelines. Meanwhile, Mike Ruddock may make Gavin Henson his first-choice kicker in Rome. The centre was Wales' hero in the 11-9 Six Nations win over England, landing a huge late penalty from wide out to clinch the game. First-choice kicker Stephen Jones handed over responsibility because of Henson's greater kicking range, but the fly-half had already missed a number of shots at goal. ""Our first aim was to get Gavin settled into the team, but giving him the kicks is something we'll talk about in selection this week,"" Wales coach Mike Ruddock told BBC Sport Wales. Henson himself says he is relishing all the media hype that has been heaped on him since last Saturday's game. ""I thrive on it and think it makes me perform better,"" he said. ""I'm glad it's a short week before the Italy game. There was so much build-up before England, but we fly out to Rome on Thursday and we'll be back playing again.""",Sports
"Kirwan demands Italy consistency

Italy coach John Kirwan has challenged his side to match the performance they produced in pushing Ireland close when they meet Wales on Saturday.

Despite losing 28-17 in Sunday's Six Nations encounter, the Italians confirmed their continuing improvement. ""Our goal is to match every side we face and against Ireland we showed we could do that,"" said Kirwan. ""But the most important thing is that we build on that performance when we play Wales on Saturday."" Italy's half-backs had a mixed afternoon, with recalled scrum-half Alessandro Troncon impressing but fly-half Luciano Orquera having an off-day with the boot. Kirwan said: ""I was very happy with Troncon. He had an incredible game - he was very good in attack and defence. ""Orquera's kicking was off but he showed great courage in defence. ""He also followed the game plan. We have to give him confidence because he has the capability to do well.""",Sports
"Fit-again Betsen in France squad

France have brought flanker Serge Betsen back into their squad to face England at Twickenham on Sunday.

But the player, who missed the victory over Scotland through injury, must attend a disciplinary hearing on Wednesday after being cited by Wasps. ""Serge has a good case so we are confident he will play,"" said France coach Bernard Laporte. The inexperienced Nicolas Mas, Jimmy Marlu and Jean-Philippe Grandclaude are also included in a 22-man squad. The trio have been called up after Pieter de Villiers, Ludovic Valbon and Aurelien Rougerie all picked up injuries in France's 16-9 win on Saturday.

Laporte said he was confident that Betsen would be cleared by the panel investigating his alleged trip that broke Wasps centre Stuart Abbott's leg. ""If he was to be suspended, we would call up Imanol Harinordoquy or Thomas Lievremont,"" said Laporte, who has dropped Patrick Tabacco. ""We missed Serge badly against Scotland. He has now recovered from his thigh injury and played on Saturday with Biarritz."" France's regular back-row combination of Betsen, Harinordoquy and Olivier Magne were all missing from France's side at the weekend because of injury. Laporte is expected to announce France's starting line-up on Wednesday.

Forwards: Nicolas Mas, Sylvain Marconnet, Olivier Milloud, William Servat, Sebastien Bruno, Fabien Pelous, Jerome Thion, Gregory Lamboley, Serge Betsen, Julien Bonnaire, Sebastien Chabal, Yannick Nyanga. Backs: Dimitri Yachvili, Pierre Mignoni, Frederic Michalak, Yann Delaigue, Damien Traille, Brian Liebenberg, Jean-Philippe Grandclaude, Christophe Dominici, Jimmy Marlu, Pepito Elhorga.",Sports
"Wales critical of clumsy Grewcock

Wales coach Mike Ruddock says England lock Danny Grewcock needs to review his actions after he kicked Dwayne Peel.

Trouble flared at a ruck in the first half of Wales' 11-9 win in Cardiff as Grewcock came recklessly over the top with his boot, leaving Peel bloodied. Grewcock was sin-binned with Wales captain Gareth Thomas for retaliation. ""It's up to the citing commissioner,"" said Ruddock. ""I'm not saying it's deliberate, but Grewcock did a similar thing for Bath against Leinster."" Last June Grewcock was banned from rugby for two months for reckless use of a boot in a match against New Zealand.

Six years earlier, also in New Zealand, Grewcock became only the second England player to be sent off in Tests. The player himself and his captain Jason Robinson have both said that the clash with Peel was accidental. ""If the ball is at the back of the ruck and I feel I can step over and disrupt it then I will do that,"" said Grewcock. But Ruddock feels that the England man should be more careful. ""The boy himself should look at his actions, it was a clumsy piece of footwork,"" he said. ""He's a great player and I don't want to knock him, we won't be calling for the match commissioner to review the incident. ""I'm not going to go too far with the lad. It could just be a clumsy action and Dwayne had just a minor cut. ""The referee's interpretation was that Grewcock was attempting to step over the ruck."" Ruddock also warned his RBS 6 Nations Championship rivals that his team can make massive improvements. ""We created more opportunities and also squandered them by taking more contact and playing more individually,"" said the coach. ""We've looked through things on the video debrief and there were definitely a lot of chances that we wasted."" In the forthcoming games, Ruddock may use penalty hero Gavin Henson as his first-choice kicker in place of Stephen Jones. ""Our first aim was to get Gavin settled into the team, but it's something we'll talk about in selection this week,"" said Ruddock.",Sports
"Henson stakes early Lions claim

The Six Nations may be a glittering prize in itself but every player from the four Home Unions will also have one eye on a possible trip to New Zealand with the Lions this summer.

The player who staked the biggest claim for a place in the starting XV over the weekend was Gavin Henson. He's very confident. You just had to listen to his interview afterwards - he beamed with confidence - but although there's an element of arrogance it's good arrogance. He certainly showed some nice touches. He once showed a clean pair of heels to Mathew Tait when he got outside him, his defence was very good and he made some great kicks out of hand. And that's without even mentioning his majestic match-winning penalty. But I think we need to wait and see what happens because he needs to be put to the test. He needs to come up against Brian O'Driscoll or a big French midfield. Wales fly-half Stephen Jones was another player who impressed me. He gave good direction, he was very confident and he was a nice general for his side. He showed he can control a game. With Jonny Wilkinson not playing at the moment due to inury the number 10 shirt could be up for grabs and Jones, or maybe even Henson, could make the Lions team at fly-half.

Jones stuck his hand up and he certainly looks a better bet than Charlie Hodgson after Saturday's game. Some of the Wales forwards surprised me because I thought they would be out-muscled in the tight five. England prop Julian White is a capable player but when it comes down to selection Gethin Jenkins is now going to have the upper hand because he came out on top. However, I still think White and Phil Vickery will be in the frame. Some English players did their cause no harm. I thought Joe Worsley had a solid game and Jason Robinson and Josh Lewsey both did nothing wrong. But it looked too soon for young Mathew Tait and I think it will be a while before we see him again. Despite being written off beforehand several Scots caught my eye against France.

Tom Smith has been there and done it before, but the likes of Chris Cusiter, Jason White and Ally Hogg all made their mark. Hogg made a couple of good runs while White had a pretty robust game - his defence is right up there. Cusiter looked very lively and he could be a very good option for Lions coach Sir Clive Woodward. The star of Ireland's win over Italy in Rome looks like a certainty to make the starting XV against New Zealand. Brian O'Driscoll is a class act. He ran some good lines against Italy, made the breaks and fed his outside backs, although Italy defended man on man which made it easy for him. Gordon D'Arcy was unlucky to go off injured early on but I think you could get a Henson, D'Arcy, O'Driscoll combination in the Lions midfield. Paul O'Connell just needs to add a hard edge to his game and Malcolm O'Kelly keeps on going and seems to be putting his hand up, while Shane Byrne seems to be a lively character. But they will be a bit worried after the Italian pack drove them off their own ball on Sunday, although I used to play in Italy and I know how difficult it can be. One player who didn't impress me was Wales scrum-half Dwayne Peel. He choked late on in the second half when Wales were trailing. They had good possession and he kicked the ball away - I wouldn't want him as my Lions scrum-half after that.",Sports
"Murphy: That was a bruising battle

That's what I call a tough game. It was very physical and fair play to the Italians they made us work very hard for our victory.

Their organisation was very, very good and they proved again that they are getting better and better as the years go by. It is by far the strongest Italian team that we have faced. We knew all along that we would be a huge threat particularly the first game in the Championship. It was not like the days gone by when you could get scores on the board early. We had to work our socks off and try and build our scores gradually. It was really hard work out there and the players have plenty of bumps and bruises to prove it. I'm not too bad, but there are one or two others who will be feeling it a bit on Monday morning. In the backs, we were not frustrated at such, but the new rucking laws were a little bit problematical. The different interpretations between the referee and the players was a little difficult. But we managed to get the ball in our hands and I got a try near the end of the first half. It's always good to score. It was great work by Brian and I always knew I had scored even though it went upstairs to the video referee. Eddie (O'Sullivan) was very calm at half-time even though we were only 8-6 ahead. He spelled out what we needed to do and advocated getting the ball out of our own territory.

That new ruck law made it a bit more difficult to get out of our own half. We were penalised a lot at the breakdown, and if they had kicked all their chances at goal we would have been behind at the break. So really we went back to playing a territory game and simplifying things and having more patience on the ball. Every one was a little down after the game following the injuries to Brian and Gordon. As yet we do not know the full extent of the injuries, but it does not that good. Now we have to focus on Scotland and only six days to recover. It's a big ask after such a bruising encounter. I was very impressed the way the Scots played against the French on Saturday. It could so easily have gone their way but for a couple of decisions. We will be under no illusions it is going to be tough for us. In the meantime, when in Rome ... .",Sports
"Wales make two changes for France

Wales coach Mike Ruddock has made two changes from the team that beat Italy 38-8 for Saturday's trip to France.

Kevin Morgan takes over from his injured Newport-Gwent Dragons colleague Hal Luscombe on the right wing. And in the pack Neath-Swansea Ospreys forward Ryan Jones is preferred at blindside flanker to Jonathan Thomas. Thomas, a try-scorer in Rome, drops down to the bench instead of Ian Gough, while Cardiff back Rhys Williams steps up in place of Morgan. Luscombe is sidelined by a hamstring problem sustained during the Six Nations game against Italy last weekend.

However, the experienced and in-form Morgan was already pushing hard for a start at Stade de France. ""Due to his impressive performances from the bench, Kevin was very much in the selection mix anyway, and the unfortunate injury to Hal gives him the chance to start,"" said Ruddock. ""Now that Ryan Jones has recovered from injury, we have increased the options in the back row. ""Jonathan Thomas is unlucky to lose his spot after performing well against Italy and scoring a try, but such is the competition for places that every position is debated in detail. ""For this particular game, we felt we might not always be afforded the open spaces out wide we were able to exploit against Italy, so an extra big ball-carrier in the back-row is thought to be necessary on this occasion. ""Obviously, it's a 22-man game these days, and there is every chance that Jonathan will be making an impact from the bench."" Wales have beaten France on two of their last three visits to Paris, and another victory this time around would keep them firmly on course for a first Five or Six Nations title triumph since 1994. ""Graham Henry (former Wales coach) said a couple of years ago that we should 'be bold' when going to France, and he was proved right,"" said Ruddock. ""That is a great way to approach the game, and something we will further endorse with the players this week.""

G Thomas (Toulouse, capt); K Morgan (Newport-Gwent), T Shanklin (Cardiff), G Henson (Neath-Swansea), S Williams (Neath-Swansea); S Jones (Clermont Auvergne), D Peel (Llanelli); G Jenkins (Cardiff), M Davies (Gloucester), A Jones; (Neath-Swansea), B Cockbain (Neath-Swansea), R Sidoli (Cardiff); R Jones (Neath-Swansea), M Williams (Cardiff), M Owen (Newport-Gwent).

Replacements: R McBryde (Llanelli), J Yapp (Cardiff), J Thomas (Neath-Swansea), R Sowden-Taylor (Cardiff), G Cooper (Newport-Gwent), C Sweeney Newport-Gwent), R Williams (Cardiff).",Sports
"Ireland surge past Scots

Ireland maintained their Six Nations Grand Slam ambitions with an impressive victory over Scotland at Murrayfield.

Hugo Southwell's try gave the Scots an early 8-0 lead but scores from locks Malcolm O'Kelly and Paul O'Connell put the visitors in command by half-time. A third try from wing Denis Hickie and third penalty from Ronan O'Gara, who kicked 13 points, extended the lead. Jon Petrie scored a second try for Scotland but late scores from John Hayes and Gavin Duffy sealed victory. After two hard-earned away victories, Eddie O'Sullivan' side can now look forward to welcoming England to Lansdowne Road in a fortnight. Scotland will try to give their coach Matt Williams a first Six Nations victory when Italy come to Edinburgh, but they again struggled to turn pressure into points. The home side started with tremendous intensity and dominated territory and possession in the opening 10 minutes. A powerful charge from flanker Jason White was carried on by Ali Hogg and when Ireland conceded a penalty close to their own line, Scotland kicked it to touch. The Irish defence foiled the home side on that occasion, but a stray hand in a ruck allowed Paterson to stroke over a penalty in the eighth minute.

If that was a paltry reward for their early pressure, Scotland got the try they deserved when Paterson's searing break and Andy Craig's pass sent Southwell streaking to the right corner. Paterson was off target with the conversion and fly-half Dan Parks then missed a presentable drop-goal attempt. Ireland got themselves on the scoreboard with an O'Gara penalty and by the 24th minute the visitors were ahead. Stuart Grimes pulled down O'Kelly at a line-out, Ireland kicked the penalty to touch and from the set-piece, the big lock was driven over by the rest of his pack.

O'Gara added the conversion and a further penalty, after Shane Horgan almost grabbed a second try from O'Gara's chip to the corner, only for the ball to spill from his hand. But Ireland still delivered a hammer blow to Scotland's hopes just before the interval. O'Connell - skipper in the absence of Brian O'Driscoll - powered through Parks' weak tackle after a free-kick from a scrummage to burrow over.

Scotland suffered a further blow on the resumption when Ireland flanker Johnny O'Connor won another vital turnover, and O'Gara's basketball pass sent Hickie over in the left corner. O'Gara converted and then thumped over a 40m penalty to give the visitors a commanding 28-8 advantage. Scotland looked bereft of ideas but a half-break from Paterson sparked them back to life just before the hour. Stuart Grimes won a line-out and a well-worked move saw Petrie scuttle round the side of the ruck to dive over in the left corner. But it proved a false dawn, and Ireland reasserted their authority in the final 10 minutes. Peter Stringer and O'Kelly combined to put giant prop Hayes over in the right corner before replacement Gavin Duffy scorched away on the left, David Humphreys adding the final flourish with a touchline conversion.

: C Paterson; S Danielli, A Craig, H Southwell, S Lamont; D Parks, C Cusiter; T Smith, G Bulloch (capt), G Kerr; S Grimes, S Murray; J White, A Hogg, J Petrie.

R Russell, B Douglas, N Hines, J Dunbar, M Blair, G Ross, B Hinshelwood.

G Murphy; G Dempsey, S Horgan, K Maggs, D Hickie, R O'Gara, P Stringer; R Corrigan, S Byrne, J Hayes, M O'Kelly, P O'Connell, S Easterby, J O'Connor, A Foley.

F Sheahan, M Horan, D O'Callaghan, E Miller, G Easterby, D Humphreys, G Duffy.

Joel Jutge (France)",Sports
"Wales win in Rome

Wales secured their first away win in the RBS Six Nations for nearly four years with a six-try victory in Rome.

Tries from Jonathan Thomas, Tom Shanklin and Martyn Williams gave the visitors a 19-5 half-time advantage. Luciano Orquera did reply with one for Italy but second-half efforts from Brent Cockbain, Shane Williams and Robert Sidoli sealed victory. Fly-half Stephen Jones added four conversions as Wales maintained their superb start to this year's tournament. Starting full of confidence after their victory over England, the visitors scored the opening try after just four minutes. Diminutive wing Shane Williams fielded a kick ahead and danced past the onrushing Andrea Masi and Aaron Persico into the Italian half. His pass to Tom Shanklin appeared forward but when the centre was held up short, the ball was switched left and Michael Owen's long cut-out pass gave the lurking Thomas an easy run-in.

Stephen Jones, who retained the kicking duties despite Gavin Henson's heroics against England, slotted an excellent conversion from wide out. Wales twice threatened further scores but failed to find the crucial pass, and Italy hit back out of the blue in the 11th minute.

Henson, sporting gold boots rather than the silver variety that did for England, beat two players with ease out on the left touchline. But his attempted chip ahead was charged down by Orquera, who snaffled the loose ball and hared away from halfway to score in the right corner. With the Welsh line-out stuttering and Italy twice turning the visitors' scrum, the home side's forward power brought them back into it. But a clever high kick from Henson almost brought a try for Hal Luscombe when Roland de Marigny and Ludovico Nitoglia made a hash of claiming it as the ball bounced into touch.

Wales regained control with a second try in the 21st minute, Henson lobbing up a high kick to the left corner where Shanklin jumped higher than Nitoglia to dot down his 15th Test try. Jones was unable to convert and De Marigny then hit the upright with a penalty attempt for Italy. Henson was also narrowly short with a long-range effort at goal, but Wales ended the half with a vital third score to give themselves some breathing space.

Henson sent Luscombe streaking away and when he off-loaded to Martyn Williams, the flanker showed his nous to ground the ball against the padding of the post, Jones adding the conversion. Italy, who lost flanker Mauro Bergamasco with a head knock before half-time, built up a head of steam on the resumption. De Marigny landed a penalty to make it 19-8 and a Nitoglia break through the middle threatened a try only for the move to break down with a knock-on. But Wales put the outcome beyond doubt with two superb tries in four minutes before the hour. Their fourth after 53 minutes was sparked by another mazy run from Shane Williams, who beat several players with ease, and finished with a powerful angled run from lock Cockbain. Before Italy could recover from that blow, a strong surge from Gareth Thomas and great off-loads from Martyn Williams and replacement Kevin Morgan saw Shane Williams scamper over.

With Jones converting both for a 33-8 lead, Wales had the luxury of sending on five more replacements for the final quarter. The icing on the cake came with a sixth try after more superb support work, Shane Williams and Ceri Sweeney combining to send Sidoli over in the left corner. The only downside for Wales was a hamstring injury suffered by Luscombe. But after back-to-back wins at the start of the tournament for the first time in 11 years, they will travel to Paris in a fortnight looking like genuine contenders.

R de Marigny; Mirco Bergamasco, W Pozzebon, A Masi, L Nitoglia; L Orquera, A Troncon; A Lo Cicero, F Ongaro, M Castrogiovanni, S Dellape, M Bortolami (capt), A Persico, Mauro Bergamasco, S Parisse.

G Intoppa, S Perugini, CA del Fava, D dal Maso, P Griffen, M Barbini, KP Robertson.

G Thomas (capt); H Luscombe, T Shanklin, G Henson, S Williams; S Jones, D Peel; G Jenkins, M Davies, A Jones; B Cockbain, R Sidoli; J Thomas, M Williams, M Owen.

R McBryde, J Yapp, I Gough, R Sowden-Taylor, G Cooper, C Sweeney, K Morgan.

Andrew Cole (Australia).",Sports
